WEEKDAY_APPR_PROCESS_START_SUNDAY_y,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,CODE_REJECT_REASON_HC,BUREAU_DAYS_CREDIT_ENDDATE_MIN,AMT_GOODS_PRICE,TOTALAREA_MODE,NAME_SELLER_INDUSTRY_XNA,PREVAPP_CNT_PAYMENT_MEAN,BUREAU_DAYS_CREDIT_MIN,PREVAPP_DAYS_FIRST_DUE_MEAN,SK_ID_CURR,NAME_YIELD_GROUP_middle,PREVAPP_AMT_APPLICATION_MEAN,BUREAU_DAYS_CREDIT_UPDATE_MEAN,OBS_60_CNT_SOCIAL_CIRCLE,NAME_CONTRACT_STATUS_Canceled_x,PREVAPP_AMT_ANNUITY_SUM,WEEKDAY_APPR_PROCESS_START_THURSDAY_y,POS_SK_DPD_DEF_SUM,PREVAPP_DAYS_FIRST_DRAWING_MEAN,CREDIT_TYPE_Credit card,NAME_CONTRACT_STATUS_Active_x,BUREAU_DAYS_CREDIT_MEAN,BUREAU_AMT_CREDIT_SUM_DEBT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MAX,COMMONAREA_AVG,POS_SK_ID_PREV_MEAN,PREVAPP_AMT_APPLICATION_MAX,NAME_PORTFOLIO_Cards,NAME_CONTRACT_STATUS_Completed_x,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MEAN,BUREAU_DAYS_CREDIT_MAX,NAME_CLIENT_TYPE_New,AMT_ANNUITY,PREVAPP_DAYS_TERMINATION_MAX,POS_CNT_INSTALMENT_FUTURE_SUM,FLOORSMAX_AVG,PREVAPP_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,PREVAPP_DAYS_DECISION_MEAN,NAME_CONTRACT_TYPE_Cash loans,NAME_CLIENT_TYPE_Repeater,CODE_REJECT_REASON_XAP,POS_SK_ID_PREV_MAX,BUREAU_DAYS_ENDDATE_FACT_MEAN,APARTMENTS_AVG,NAME_PRODUCT_TYPE_x-sell,BUREAU_AMT_CREDIT_SUM_MEAN,AMT_INCOME_TOTAL,BUREAU_DAYS_ENDDATE_FACT_MIN,NAME_GOODS_CATEGORY_Consumer Electronics,CNT_CHILDREN,BASEMENTAREA_AVG,DAYS_ID_PUBLISH,PREVAPP_CNT_PAYMENT_MAX,NAME_PAYMENT_TYPE_XNA,NAME_PORTFOLIO_POS,BUREAU_AMT_CREDIT_MAX_OVERDUE_SUM,BUREAU_DAYS_CREDIT_ENDDATE_MAX,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE,PREVAPP_AMT_DOWN_PAYMENT_MAX,NAME_YIELD_GROUP_low_normal,BUREAU_SK_ID_BUREAU_MAX,LIVINGAPARTMENTS_AVG,NAME_GOODS_CATEGORY_XNA,LIVINGAREA_AVG,NAME_SELLER_INDUSTRY_Consumer electronics,BUREAU_AMT_CREDIT_SUM_MAX,NAME_PORTFOLIO_Cash,WEEKDAY_APPR_PROCESS_START_WEDNESDAY_y,NAME_GOODS_CATEGORY_Computers,CNT_FAM_MEMBERS,PREVAPP_AMT_APPLICATION_SUM,PRODUCT_COMBINATION_Cash,NONLIVINGAREA_AVG,AGE,POS_SK_DPD_MEAN,NAME_CONTRACT_STATUS_Signed_x,PREVAPP_AMT_DOWN_PAYMENT_MEAN,PRODUCT_COMBINATION_POS mobile with interest,CHANNEL_TYPE_AP+ (Cash loan),POS_MONTHS_BALANCE_SUM,POS_SK_DPD_MAX,NAME_TYPE_SUITE_Unaccompanied_y,NAME_PRODUCT_TYPE_XNA,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,POS_CNT_INSTALMENT_MEAN,PREVAPP_AMT_ANNUITY_MEAN,WEEKDAY_APPR_PROCESS_START_SATURDAY_y,NAME_GOODS_CATEGORY_Audio/Video,CODE_REJECT_REASON_LIMIT,OBS_30_CNT_SOCIAL_CIRCLE,WEEKDAY_APPR_PROCESS_START_FRIDAY,AMT_CREDIT,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,EXT_SOURCE_3,EXT_SOURCE_1,POS_CNT_INSTALMENT_MAX,CODE_REJECT_REASON_SCOFR,POS_SK_DPD_SUM,PREVAPP_DAYS_FIRST_DUE_MAX,POS_SK_DPD_DEF_MAX,HOUR_APPR_PROCESS_START,POS_CNT_INSTALMENT_SUM,PREVAPP_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,PREVAPP_SELLERPLACE_AREA_MAX,BUREAU_SK_ID_BUREAU_MEAN,BUREAU_SK_ID_BUREAU_MIN,LANDAREA_AVG,PREVAPP_SELLERPLACE_AREA_MEAN,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,PREVAPP_AMT_GOODS_PRICE_MAX,NAME_CONTRACT_TYPE_Revolving loans,DEF_30_CNT_SOCIAL_CIRCLE,PREVAPP_SK_ID_PREV_MAX,NAME_CONTRACT_STATUS_Refused_x,WEEKDAY_APPR_PROCESS_START_MONDAY_y,BUREAU_DAYS_ENDDATE_FACT_MAX,NAME_YIELD_GROUP_high,PREVAPP_AMT_GOODS_PRICE_MEAN,PREVAPP_AMT_ANNUITY_MAX,CHANNEL_TYPE_Credit and cash offices,CREDIT_TYPE_Consumer credit,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MAX,OWN_CAR_AGE,NAME_PAYMENT_TYPE_Cash through the bank,CHANNEL_TYPE_Stone,DAYS_BIRTH,PREVAPP_AMT_CREDIT_MAX,CREDIT_ACTIVE_Closed,POS_CNT_INSTALMENT_FUTURE_MAX,POS_SK_DPD_DEF_MEAN,COMMONAREA_MODE,NAME_CONTRACT_STATUS_Approved_x,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,PREVAPP_SK_ID_PREV_MEAN,PREVAPP_DAYS_LAST_DUE_MAX,WEEKDAY_APPR_PROCESS_START_TUESDAY_y,NAME_CONTRACT_TYPE_Consumer loans,EXT_SOURCE_2,PREVAPP_DAYS_TERMINATION_MEAN,PREVAPP_AMT_GOODS_PRICE_SUM,PREVAPP_RATE_DOWN_PAYMENT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MIN,CHANNEL_TYPE_Regional / Local,CHANNEL_TYPE_Country-wide,NAME_PORTFOLIO_XNA,FLOORSMIN_AVG,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,NAME_GOODS_CATEGORY_Mobile,PREVAPP_AMT_CREDIT_MEAN,NAME_SELLER_INDUSTRY_Connectivity,ENTRANCES_AVG,PREVAPP_NFLAG_INSURED_ON_APPROVAL_MEAN,PREVAPP_DAYS_LAST_DUE_MEAN,YEARS_BUILD_AVG,DAYS_EMPLOYED,NAME_PRODUCT_TYPE_walk-in,PREVAPP_HOUR_APPR_PROCESS_START_MEAN,PREVAPP_RATE_DOWN_PAYMENT_MEAN,CREDIT_ACTIVE_Active,PREVAPP_HOUR_APPR_PROCESS_START_MAX,POS_MONTHS_BALANCE_MAX,NAME_YIELD_GROUP_XNA,NAME_TYPE_SUITE_Family_y,BUREAU_AMT_CREDIT_SUM_SUM,PREVAPP_AMT_DOWN_PAYMENT_SUM,POS_CNT_INSTALMENT_FUTURE_MEAN,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,COMMONAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,POS_MONTHS_BALANCE_MEAN
0,218263,0,-1810,423083,0.7084,1,21,-650,-2082,697471,1,246713,-1142,14,0,17993,0,35,-1268,1,1,-206,461362,-2500,0.2273,2070346,61750,0,0,-1517,-2717,0,15263,-193,17,0.5636,1642168,235397,-815,1,0,0,2051620,-13,0.2159,1,36176,211744,-2346,1,2.8077,0.5766,-2962,43,1,1,103606,-1806,-22250,-724,28742,0,2554538,0.6329,1,0.4286,1,458403,0,1,1,2.6539,1903081,1,0.2304,43,2.0613,0,41411,0,0,-2838,1,1,1,1447467,14,8635,0,0,0,8,1,424676,12189,0.7177,0.2345,42,1,1,-1409,3,9,68,-1261,0.0459,151,2569615,2055972,0.3595,231,-495,186762,0,8,2225127,1,1,-2949,0,298977,2402,0,1,-1906,14,1,0,-13404,343637,0,1,2.421,0.7112,0,2.3198,47649,2289544,-2255,0,0,0.7053,-739,1555792,0.2542,-856,0,1,1,0.982,52730,0,66705,1,0.7622,0.9378,-2857,0.7324,-29657,0,20,0.6943,1,12,-82,0,0,491765,131431,5,1113,0.3362,0.0674,-21
1,16511,0,-2341,434886,0.6179,0,12,-2359,-1801,470766,1,83342,-747,12,0,14143,1,35,-1731,1,0,-505,193877,-2186,0.2284,2527561,146609,0,1,-2721,-1454,1,15592,-868,26,0.5686,1068437,684647,-708,0,1,1,2037186,-2099,0.3013,0,76139,212201,-2306,1,0.9805,0.6417,-7653,0,0,1,155905,-1731,-15366,-337,77493,0,2827894,0.8642,0,0.2432,1,49325,1,0,0,4.2076,26223,0,0.2533,46,2.4778,1,8634,0,1,-315,6,0,1,841210,0,2766,0,0,1,14,1,420135,55823,0.4735,0.0916,33,1,10,-2389,8,16,81,-1564,0.0474,121,1236821,2551747,0.6253,456,-1526,62015,0,12,2110276,1,0,-1642,1,262482,5806,0,0,-717,15,1,1,-19271,170647,1,30,4.6156,0.7748,0,0.3752,3745,1606839,-1288,1,0,0.5355,-2624,1614164,0.976,-978,0,0,0,0.643,89652,1,290673,0,0.4751,0.4255,-1026,0.3924,-9035,1,15,0.4343,0,14,-92,0,1,1668722,97870,19,5636,0.794,0.3479,-59
0,77706,0,-501,388878,0.7269,0,24,-2555,-822,283077,0,228284,-571,14,0,57021,0,63,-2051,1,1,-2054,354270,-1311,0.2009,2778939,466060,1,1,-1878,-2480,0,15638,-1871,0,0.5917,158847,471956,-690,1,1,1,1020866,-2708,0.4579,0,114379,218370,-2658,1,0.4771,0.3811,-2262,9,0,1,15826,-2853,-8618,-2987,95001,0,1552098,0.9596,0,0.79,0,26115,1,1,1,3.4455,1086845,0,0.828,55,4.6093,1,35014,1,0,-33,2,1,0,100651,7,18067,0,0,1,4,1,464229,10113,0.4506,0.2179,23,1,62,-2915,5,11,6,-54,0.0313,299,2278886,1572204,0.4591,63,-2687,76139,0,12,2798224,0,1,-1162,1,164841,7904,1,0,-1807,6,0,0,-22237,82556,1,38,4.0258,0.8172,1,1.3283,26701,2318727,-257,0,1,0.744,-263,904717,0.3694,-441,1,0,0,0.2608,33775,0,120910,0,0.7559,0.0354,-954,0.0041,-26674,1,0,0.8353,0,11,-48,1,1,1319467,9713,13,3930,0.9508,0.9926,-54
0,274642,0,-344,437015,0.6832,1,6,-2820,-1508,369054,0,112131,-821,2,1,19279,1,70,-1768,0,0,-1902,55145,-1029,0.1363,2283595,201077,0,0,-1812,-2034,1,15330,-1525,18,0.1563,772792,689767,-2735,0,0,0,1996566,-164,0.7475,1,93390,199067,-694,0,2.4221,0.4814,-5726,36,1,1,133164,-2466,-694,-2104,61510,0,1973698,0.5949,0,0.212,0,106251,1,0,0,2.2232,756536,1,0.3113,50,1.8816,1,35245,0,1,-4221,8,1,0,1785023,11,16941,1,0,0,17,1,466209,136645,0.4374,0.1695,40,1,32,-1102,1,14,6,-2675,0.0213,30,2040498,1913391,0.1991,238,-844,182299,1,5,2279773,1,1,-644,1,109819,2235,1,0,-2934,1,0,0,-23187,542965,1,33,3.6148,0.9145,1,3.6787,2147,1135283,-2129,1,0,0.5216,-2419,332667,0.5119,-2739,0,0,0,0.9569,166778,0,254825,1,0.5996,0.9236,-395,0.9128,-3721,0,12,0.3101,0,9,-104,1,0,1796286,36597,6,2414,0.4741,0.6201,-20
1,76722,0,-2733,390263,0.0473,0,18,-1101,-1622,613985,0,122018,-258,4,1,7272,0,15,-1506,1,0,-2644,188765,-714,0.6129,2314515,269286,1,1,-1086,-30,0,15176,-593,32,0.0927,177609,70434,-2276,0,1,0,2846395,-2755,0.7595,0,265021,215294,-1808,0,1.6471,0.0182,-1170,19,0,1,80993,-1259,-15697,-815,35595,0,2783682,0.8749,0,0.8888,1,50392,1,0,1,4.0378,1502951,0,0.898,43,3.9181,0,14022,0,1,-438,4,0,0,509888,2,11631,0,0,1,19,1,422929,70126,0.5004,0.1384,15,1,96,-2932,3,13,11,-2053,0.0414,346,1786004,2831237,0.0381,138,-294,167758,1,6,2760599,1,0,-2112,1,334887,1747,0,1,-1369,3,0,1,-20003,6889,0,11,0.3103,0.8332,1,1.7153,1376,2243584,-1727,1,1,0.5971,-2474,885775,0.4757,-677,1,1,0,0.0671,123117,0,269283,1,0.8046,0.0513,-1051,0.557,-12772,1,7,0.2281,0,19,-68,1,0,1489444,107343,2,1805,0.572,0.0363,-40
0,261309,0,-27,412453,0.7698,0,10,-1723,-629,489466,0,213068,-1006,15,1,75824,1,78,-2590,1,1,-1272,72761,-798,0.6233,2689515,192138,1,0,-296,-2696,0,15145,-661,94,0.4414,914565,81350,-1848,1,1,0,2840000,-2800,0.1733,0,276376,236398,-1710,0,1.4639,0.1574,-3544,54,1,1,35606,-767,-7795,-2776,77697,1,1419243,0.7944,1,0.7746,1,280999,0,0,0,3.8021,1561055,1,0.2118,57,4.1753,0,1589,0,1,-1584,4,0,0,1366517,15,15435,1,0,1,16,1,420296,33407,0.7809,0.1578,29,0,79,-2118,1,10,26,-1394,0.0351,197,2899860,1659502,0.0043,453,-1707,284473,1,9,2279576,0,0,-189,1,326211,4269,0,1,-449,17,0,0,-12731,102225,0,4,1.4222,0.5171,1,0.2617,15579,1955479,-2557,1,1,0.5363,-346,343387,0.9025,-2578,1,0,0,0.3801,96574,1,259786,1,0.131,0.4344,-94,0.0988,-6078,1,4,0.5642,0,6,-89,0,1,1527074,34845,1,5717,0.4362,0.7671,-50
1,169931,1,-723,441062,0.9878,0,19,-2616,-2536,315838,0,100787,-2346,19,1,96134,0,22,-1463,0,0,-215,154267,-1523,0.8365,2150546,29692,0,0,-2253,-2899,0,15175,-1363,88,0.0378,921002,529530,-1029,0,0,1,2420273,-1599,0.1535,0,4651,220790,-748,1,1.7376,0.7116,-6973,19,1,1,89435,-1491,-21218,-147,4094,1,2591412,0.082,1,0.523,0,402823,0,0,0,2.4592,916861,0,0.7113,39,4.2512,1,41546,1,1,-4741,7,0,0,38572,7,11870,1,1,0,7,0,452820,85347,0.7343,0.2067,27,0,5,-47,8,16,12,-1609,0.0345,69,2764879,1754527,0.0216,34,-320,552961,1,19,1544168,0,1,-367,0,349582,8827,1,1,-2904,10,1,1,-13650,588881,1,13,0.3767,0.9382,1,4.902,42912,1742798,-1358,1,1,0.6199,-343,1923210,0.3418,-1542,0,0,1,0.0625,165112,0,57809,1,0.2055,0.7004,-1993,0.9542,-21088,1,20,0.6065,1,22,-14,0,1,1779040,121749,15,1642,0.7152,0.0826,-39
0,193322,1,-2170,428096,0.0585,1,18,-1760,-2729,597362,0,207610,-498,1,0,41057,1,84,-2648,0,1,-2816,160739,-1525,0.0411,1761822,65030,0,1,-867,-12,0,16681,-2452,38,0.3239,1536038,790111,-2537,0,1,0,1536663,-1731,0.6428,0,173938,202656,-312,0,0.4429,0.424,-3620,40,0,0,105772,-1660,-500,-382,91538,1,1451359,0.2245,0,0.2724,0,37149,1,1,0,3.2363,332795,1,0.752,43,3.5914,0,12660,0,0,-3789,3,1,1,672323,10,7694,1,0,1,7,1,445214,184058,0.4784,0.2142,14,1,63,-810,1,16,59,-2113,0.025,327,2924960,1545419,0.6176,188,-769,530709,0,3,1106115,0,1,-832,0,102218,18437,0,0,-1661,19,1,1,-24751,310158,0,22,1.2348,0.3135,1,2.0322,5350,2609628,-315,0,1,0.8019,-2963,1469496,0.4718,-938,0,1,0,0.5787,170525,0,180280,0,0.9412,0.6765,-930,0.4571,-16004,0,10,0.5401,0,13,-96,1,0,606491,79489,16,3396,0.5425,0.399,-18
0,94556,1,-2499,395626,0.4641,0,26,-187,-2443,300187,0,103849,-2146,7,1,34541,1,66,-262,1,0,-2930,51322,-672,0.0849,2658651,106651,0,1,-2055,-2553,0,16759,-1154,1,0.1975,1963017,918633,-1096,0,0,0,2402452,-782,0.7186,1,34063,201001,-2110,0,1.1743,0.8312,-1539,40,1,1,141223,-1101,-19096,-2944,14246,0,2664497,0.5359,1,0.3236,1,284729,1,0,1,4.308,1185225,1,0.399,26,1.5915,1,32042,1,1,-4813,4,1,1,1822115,7,3040,0,1,0,2,1,476446,30779,0.48,0.1144,20,1,1,-75,8,11,87,-730,0.0297,420,2092637,2714535,0.5654,478,-466,380322,0,0,1759920,1,0,-1329,0,381172,15983,1,1,-90,19,0,0,-24754,82809,1,17,0.5331,0.9526,0,4.1875,20996,1516148,-358,1,1,0.8106,-1483,1865140,0.5386,-1983,0,1,0,0.5186,215697,0,26750,1,0.2009,0.2005,-180,0.6491,-12664,0,6,0.0755,0,22,-72,1,1,598331,152768,18,7271,0.2346,0.6322,-11
1,209921,1,-733,390340,0.5968,1,10,-2310,-2137,688725,1,255879,-1118,12,0,35032,0,60,-1147,1,0,-1290,307810,-203,0.1985,1201365,344958,1,0,-734,-2011,1,15743,-1722,17,0.6459,1457982,678292,-1961,0,0,0,1623365,-1031,0.2363,1,12787,195370,-2103,1,2.1143,0.6913,-6643,44,0,1,74102,-494,-23884,-831,96862,0,1017094,0.4332,1,0.6112,1,453958,1,1,1,3.9018,102568,0,0.631,28,4.0716,1,38044,1,0,-4521,1,1,1,717139,5,17132,0,0,1,12,0,448498,161316,0.6931,0.1992,5,1,3,-747,3,10,78,-1818,0.048,371,2413076,2042791,0.4214,119,-1669,111752,0,17,1387042,0,1,-2617,0,102689,16542,0,0,-2999,17,1,1,-22235,272012,0,49,3.0652,0.9079,1,0.3841,15172,2400479,-1654,1,0,0.6932,-1802,136571,0.0064,-630,0,0,1,0.6983,298171,1,197987,0,0.1321,0.2479,-719,0.1052,-11150,1,3,0.6929,0,12,-118,1,1,1105799,47447,5,8921,0.3894,0.2987,-17
1,100564,0,-217,381724,0.1737,1,20,-1217,-2564,181214,0,103011,-2226,10,0,72854,1,61,-1786,1,1,-1680,39158,-51,0.3951,1383876,260463,0,1,-1144,-735,1,15792,-1873,65,0.1935,1743188,90094,-2076,0,0,0,1402512,-1917,0.0455,1,195301,177969,-1038,0,0.6307,0.337,-1986,47,1,0,54453,-2816,-19091,-445,47718,1,2575412,0.1177,1,0.5371,1,255999,1,0,0,1.3334,905918,0,0.7118,57,0.32,1,40475,0,1,-4544,6,1,1,1447758,16,13622,0,0,1,11,1,475175,142214,0.5446,0.2499,24,1,20,-2009,2,17,84,-1397,0.0464,136,2488645,1091005,0.0571,488,-1531,42101,0,14,1412403,1,1,-238,1,295925,12085,1,0,-2368,0,0,0,-20209,243648,0,27,0.3669,0.7787,0,2.7064,30307,2271166,-1973,0,0,0.7437,-320,437654,0.2083,-1504,1,0,1,0.4155,53393,0,204942,1,0.016,0.6863,-1212,0.9888,-29095,0,14,0.189,0,3,-88,0,0,1624759,73832,16,851,0.7579,0.1185,-24
1,24617,0,-2487,395433,0.7832,0,20,-1189,-455,264161,0,255042,-629,15,0,24357,0,28,-230,0,0,-2641,466404,-938,0.3149,1482923,351451,0,0,-1130,-1186,1,16023,-1001,9,0.271,1939243,846177,-223,1,0,1,1423341,-2837,0.3774,1,290233,223081,-937,1,1.5014,0.1029,-2347,23,0,0,15327,-1621,-1968,-2591,88361,1,2996241,0.3253,1,0.5077,0,466454,0,1,1,3.5772,1955239,1,0.1762,29,0.2175,1,7797,1,1,-417,5,1,1,1619213,7,1156,0,0,0,12,0,431690,55796,0.423,0.1594,33,1,26,-2,5,15,34,-1480,0.0491,225,2650406,1054867,0.4768,292,-934,100506,1,2,2593199,1,1,-2002,1,382061,18838,1,1,-1399,17,0,1,-10386,468813,0,19,0.927,0.9066,0,0.9697,27861,2483992,-2446,1,0,0.5605,-1976,515725,0.5274,-2668,1,1,1,0.0166,264685,0,172542,1,0.4161,0.4358,-1617,0.5947,-2103,0,22,0.3211,1,21,-97,0,1,326086,74039,14,4531,0.0167,0.0039,-5
0,224663,0,-1817,397322,0.9447,0,26,-1480,-161,643321,0,41193,-943,9,0,76719,0,83,-2480,0,0,-112,253076,-2497,0.2444,2060729,469313,0,1,-1094,-1018,1,15770,-1698,90,0.3251,331835,677756,-58,1,0,1,1593227,-2059,0.947,1,21462,154140,-617,0,1.4835,0.9852,-1735,23,0,0,38408,-1626,-18166,-1089,82132,1,2499819,0.8484,1,0.497,1,568665,1,0,1,2.2147,500761,0,0.1683,52,4.2383,0,43629,0,0,-4376,7,0,0,1070493,2,16692,1,1,0,0,0,421422,56046,0.5959,0.1333,5,1,73,-242,2,17,99,-389,0.0314,410,2778035,2174603,0.3621,212,-448,149889,0,9,2825185,0,1,-670,1,284785,14309,1,0,-727,4,1,0,-24975,418190,0,31,3.6594,0.6796,0,1.2228,34267,2757034,-2906,0,1,0.763,-1836,1760880,0.827,-1136,1,1,0,0.2191,283358,1,182623,1,0.2763,0.9837,-455,0.3357,-1392,1,8,0.5737,1,18,-55,1,0,70400,157232,1,3484,0.617,0.7756,-22
1,249304,1,-2711,432119,0.3696,0,29,-202,-1227,480627,1,200562,-1273,0,1,79044,1,23,-255,1,0,-1199,113658,-2496,0.9532,1660764,246004,1,0,-2677,-1438,1,15711,-1520,10,0.3139,62158,719490,-267,1,1,1,1857057,-2328,0.6281,1,92190,171137,-2864,0,0.961,0.766,-4340,16,1,0,98131,-1130,-1669,-76,13207,1,2422990,0.8136,1,0.3437,0,386457,0,0,0,1.5537,519509,0,0.4011,56,3.5836,1,7326,0,1,-1626,3,1,1,430810,16,5991,1,0,0,17,1,458594,137591,0.5204,0.2404,42,1,24,-2611,5,14,48,-1443,0.0334,118,1302439,2276826,0.6367,497,-2537,421166,1,15,1663861,0,0,-331,1,373810,14815,0,0,-1409,8,1,1,-14785,196619,0,31,0.6546,0.4666,0,0.0129,31156,1239289,-2172,1,0,0.6833,-2382,1794595,0.0699,-2289,0,1,1,0.8351,218641,0,179833,0,0.9844,0.1073,-806,0.796,-4091,0,13,0.6432,1,17,-38,1,1,665340,40380,17,5431,0.6065,0.3354,-27
1,252780,0,-2591,414606,0.7689,1,27,-1121,-1191,272845,1,231665,-2146,5,0,26408,1,86,-289,0,1,-2720,226435,-2805,0.4338,1527132,230339,0,0,-2485,-2465,0,16384,-2230,45,0.2026,195634,486688,-826,0,0,1,2134707,-1985,0.3791,1,139395,166873,-2335,1,0.4752,0.0402,-7619,29,0,1,23152,-1708,-449,-1546,87798,0,2141514,0.7627,1,0.1796,0,270974,1,1,0,4.848,1805533,0,0.0939,35,1.7592,0,5708,1,0,-340,8,0,1,1325012,15,8290,1,0,1,1,1,474829,19845,0.7163,0.1902,24,1,94,-1843,8,13,14,-2293,0.0454,40,2212171,1558245,0.8601,367,-215,239903,1,13,1638381,1,0,-1456,1,350132,9910,0,1,-2754,14,0,0,-16034,366541,0,47,0.342,0.1387,0,3.8708,40921,1339450,-2716,1,0,0.8049,-2854,1073811,0.7564,-1480,1,0,0,0.2957,83706,1,266697,1,0.1081,0.202,-62,0.9977,-14518,0,7,0.7902,1,12,-97,0,1,682021,165300,2,5151,0.3763,0.5525,-45
0,190297,1,-2219,445384,0.478,0,25,-2548,-78,446665,0,133854,-169,13,1,89084,1,5,-1985,1,1,-971,124934,-1321,0.0751,2345792,435205,1,1,-1879,-2571,0,16674,-869,40,0.4008,1403795,144870,-1823,0,0,1,2616015,-64,0.3913,1,106223,190696,-654,0,2.901,0.397,-5926,44,1,1,55463,-42,-10508,-1200,90001,1,1738792,0.0244,1,0.0463,1,139754,0,1,0,4.5591,1238491,1,0.0246,52,1.8346,0,33208,1,0,-3106,4,1,1,407675,14,15115,1,0,1,11,0,479916,78684,0.563,0.1809,31,1,25,-474,2,9,85,-847,0.0383,338,2718130,1196139,0.4741,182,-932,508415,0,15,1623676,1,0,-2050,0,138768,7242,1,0,-868,7,0,1,-13661,160219,1,33,2.4071,0.0224,0,0.3061,4312,2795981,-1952,1,0,0.7413,-1507,1578376,0.7182,-2319,0,1,1,0.6318,299789,0,175674,0,0.9247,0.1102,-2760,0.5937,-7625,0,17,0.7508,1,19,-92,1,1,100265,143839,6,375,0.7361,0.2418,-13
0,55634,0,-2350,404652,0.8227,0,15,-1681,-945,172080,1,170553,-1455,7,1,97420,0,36,-2049,0,0,-533,183821,-460,0.3627,1584037,358488,1,1,-991,-887,1,16316,-575,53,0.8852,187544,273081,-478,1,1,0,1875011,-523,0.1935,1,32629,203976,-1649,0,1.1023,0.8969,-7793,37,1,1,141339,-2951,-20142,-1656,25966,0,1095776,0.144,1,0.9053,0,440756,0,1,0,4.4915,762164,1,0.4837,50,1.1972,0,14757,0,0,-1153,5,0,1,1298181,2,14105,0,0,1,12,1,429869,60990,0.5954,0.0702,11,1,27,-1215,7,13,29,-2932,0.0305,297,2752772,1964815,0.4968,108,-906,270083,0,13,2623649,1,1,-1838,1,208639,1775,1,1,-1963,17,1,1,-16532,242764,1,17,2.1015,0.2134,0,0.1805,40938,1934140,-2529,1,1,0.7965,-2410,298952,0.8701,-1692,1,1,1,0.9823,143093,1,194010,0,0.6383,0.639,-2668,0.9252,-22332,1,17,0.9844,1,2,-86,1,1,1187467,36901,2,2236,0.8592,0.9203,-47
1,93919,1,-215,427620,0.8742,0,10,-1401,-1315,606925,0,20045,-2741,18,1,84064,0,72,-2756,0,1,-862,77570,-2763,0.9322,1603492,92342,0,1,-2486,-2970,0,16089,-504,80,0.0118,1200934,563026,-135,1,0,1,1029774,-2286,0.0043,0,8807,158766,-505,1,0.03,0.8068,-3349,26,0,0,28297,-494,-13362,-1547,66777,1,1417527,0.9459,0,0.3005,0,324220,1,0,0,2.8437,1699062,1,0.1786,28,4.1489,0,21579,0,1,-2832,3,0,0,658325,19,3887,1,1,1,9,1,446602,108033,0.7066,0.1421,39,0,89,-1191,8,13,8,-1794,0.0221,249,2924649,2807128,0.5915,208,-2162,205800,0,7,1627960,0,0,-2068,0,21743,19196,0,0,-1544,10,1,1,-19489,351344,1,5,3.907,0.5637,1,1.278,25808,1625357,-2421,0,0,0.5324,-543,1693089,0.9691,-627,0,0,0,0.266,214855,1,88847,0,0.4969,0.3855,-919,0.548,-11515,0,10,0.4569,0,2,-34,1,0,874022,86971,9,3190,0.2417,0.9024,-12
0,10659,1,-708,381514,0.9487,1,28,-2712,-2312,648797,0,250421,-1165,0,1,69382,1,81,-2156,1,1,-1587,179081,-1790,0.8679,2113368,465937,0,1,-1665,-1364,1,16618,-2194,40,0.6873,319749,701150,-2232,0,1,1,1378179,-1357,0.038,0,135095,222382,-2677,1,2.4933,0.8627,-6224,9,1,1,99517,-102,-23170,-1360,77845,1,2893867,0.6766,1,0.649,1,373197,1,0,0,1.8034,611116,1,0.1468,44,4.0443,0,25339,0,1,-4999,9,1,0,275564,11,19642,1,1,1,14,1,447228,183947,0.7938,0.1823,24,1,74,-401,9,16,60,-611,0.0302,11,2561487,1275490,0.7283,358,-2210,127416,1,15,1557651,0,1,-2970,1,82574,2773,1,1,-1306,16,1,0,-20496,54545,0,34,1.0705,0.6419,1,2.1455,28468,1302696,-392,1,0,0.658,-1889,659983,0.2373,-531,1,1,0,0.3703,244223,0,156844,0,0.0855,0.5572,-1388,0.8503,-13845,0,18,0.2311,0,19,-66,0,1,909693,50910,13,4292,0.7486,0.204,-55
